-1.889556367586989083e+00,0.000000000000000000e+00,4.354721189944290582e-01,6.600000000000000311e-01,-4.245402970824759675e-02,1.548000000000000043e+00,2.100032698530674910e-02,2.748000000000000220e+00,-3.362218596985331112e-03,5.123999999999999666e+00,1.304319428758553452e-02,9.528000000000000469e+00,-2.622289812762601535e-02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
-1.852247645377188112e+00,0.000000000000000000e+00,3.196999974239798092e-01,5.760000000000000675e-01,-1.008962043405379205e-01,1.656000000000000139e+00,1.800973237984409073e-02,2.640000000000000124e+00,-2.190901185011557379e-04,3.935999999999999943e+00,9.390300483847200883e-03,1.105199999999999960e+01,-1.812965556360303376e-02,1.433999999999999986e+01,1.452061541627618253e-02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
-7.756754197149167140e-01,0.000000000000000000e+00,1.639999094817385095e-01,6.600000000000000311e-01,-5.227155605267840011e-02,1.776000000000000023e+00,5.287307058352163150e-03,2.808000000000000274e+00,-3.019249142523262180e-03,4.128000000000000114e+00,4.834936310646560306e-04,4.307999999999999829e+00,4.700262456928939970e-04,6.120000000000000107e+00,1.791208179167937467e-02,8.291999999999999815e+00,-6.085366978927677674e-03,9.624000000000000554e+00,6.120419249065537064e-04,1.411200000000000010e+01,-3.732072748108774055e-03,inf,inf,inf,inf,inf,inf
-6.743874777608889204e-01,0.000000000000000000e+00,5.285997143065792464e-02,3.599999999999999867e-01,-4.843396912368694296e-02,1.247999999999999998e+00,1.646133398702753076e-02,2.363999999999999879e+00,-5.817231049196596414e-03,5.544000000000000483e+00,1.503972096665906824e-02,9.912000000000000810e+00,-6.687095991450464801e-03,1.521600000000000108e+01,4.216509843397898841e-04,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
-8.141076274284532177e-01,0.000000000000000000e+00,8.437182500696047138e-02,4.080000000000000293e-01,-5.256191256507911774e-02,1.356000000000000094e+00,1.800867690432813792e-02,2.435999999999999943e+00,-1.170663455272363601e-04,3.491999999999999993e+00,3.576168719884939649e-03,8.903999999999999915e+00,-7.020569020693699300e-03,1.315200000000000102e+01,7.468661948703556389e-03,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
1.464880963313666573e+00,0.000000000000000000e+00,-2.413796712051639870e-01,5.280000000000000249e-01,6.559887773476553996e-02,1.500000000000000000e+00,-2.681495401250537022e-02,2.879999999999999893e+00,2.643858249413961938e-03,3.455999999999999961e+00,2.110513578779315332e-03,3.947999999999999954e+00,2.342564735618418281e-03,5.363999999999999879e+00,-1.265036705488389694e-03,7.032000000000000028e+00,1.196497221147362414e-02,1.066800000000000104e+01,-6.547522294785777450e-03,inf,inf,inf,inf,inf,inf,inf,inf
-2.805988966930930140e-01,0.000000000000000000e+00,-2.548127694946645747e-02,2.159999999999999976e-01,-5.306951918663500162e-02,1.223999999999999977e+00,2.058013778910282657e-02,2.508000000000000007e+00,-1.159251485113984171e-03,3.756000000000000227e+00,1.152189299741559775e-03,5.267999999999999794e+00,-2.906329758541656167e-03,6.684000000000000163e+00,2.829499908403712571e-02,7.679999999999999716e+00,1.899905893455147016e-02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
-9.150060325481268464e-01,0.000000000000000000e+00,1.680804737151292971e-01,5.999999999999999778e-01,-5.704774873728989115e-02,1.691999999999999948e+00,6.187148523237642403e-03,2.700000000000000178e+00,-3.529796655948867247e-03,5.711999999999999744e+00,1.400554171297966818e-02,8.208000000000000185e+00,-4.590590161076946348e-03,9.599999999999999645e+00,4.719466858039486103e-03,1.468800000000000061e+01,-5.796711844490382536e-03,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
-1.500320117186644042e+00,0.000000000000000000e+00,2.823384864985190590e-01,5.879999999999999671e-01,-6.843790747864263169e-02,1.620000000000000107e+00,2.289120577839577966e-02,2.915999999999999925e+00,-5.424452082017891573e-04,3.660000000000000142e+00,6.204338314553588685e-04,6.540000000000000036e+00,-1.373244651887614576e-02,9.516000000000000014e+00,5.474574567341116207e-03,1.108800000000000097e+01,1.304174446573100506e-03,1.171199999999999974e+01,1.388570733434289642e-03,1.616400000000000148e+01,2.813508030788107895e-04,inf,inf,inf,inf,inf,inf
3.108664563420098226e-01,0.000000000000000000e+00,-4.950964573603661850e-02,5.520000000000000462e-01,1.965978767830695029e-02,1.620000000000000107e+00,-2.988532337145760002e-03,2.568000000000000060e+00,8.288024965689023277e-04,4.283999999999999808e+00,-1.147641323954824537e-02,9.168000000000001037e+00,1.961510580790447669e-02,1.345199999999999996e+01,-1.356457196410725333e-02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
1.667049800491066103e+00,0.000000000000000000e+00,-2.534112298223129556e-01,5.160000000000000142e-01,8.861068871852308126e-02,1.512000000000000011e+00,-2.289326843831675923e-02,2.676000000000000156e+00,5.850694274805672175e-03,4.871999999999999886e+00,-4.935096658764463696e-04,5.568000000000000504e+00,-3.394067565203526656e-05,7.259999999999999787e+00,-2.059727343412541545e-02,9.576000000000000512e+00,8.283020854994200752e-03,1.561200000000000010e+01,6.063485098657207589e-04,inf,inf,inf,inf,inf,inf,inf,inf
-1.908929502576886428e+00,0.000000000000000000e+00,3.600599935332551849e-01,5.999999999999999778e-01,-8.843781649734880346e-02,1.644000000000000128e+00,2.417478772767042705e-02,2.879999999999999893e+00,-2.118184001136579498e-03,3.863999999999999879e+00,4.557901643322334476e-04,6.648000000000000576e+00,-1.061835774721067369e-02,1.201200000000000045e+01,1.817770653547892343e-02,1.682400000000000162e+01,-1.294875460534752713e-02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
