1.100000000000000000e+01,7.315754411164054893e-01,4.680000000000000271e-01,6.852219283337553091e-02,9.839999999999999858e-01,7.601262620312126657e-04,1.524000000000000021e+00,2.388381915998571622e-02,7.211999999999999744e+00,-1.203512797533271873e-02,1.082399999999999984e+01,1.096933368547100066e-02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
1.100000000000000000e+01,-5.358293429159448618e-01,4.680000000000000271e-01,-6.080536792472878566e-02,1.080000000000000071e+00,1.250212092915011820e-02,3.252000000000000224e+00,-1.636451154690604995e-02,7.104000000000000092e+00,3.853141459889457970e-02,8.304000000000000270e+00,-2.961034828964838675e-02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
1.500000000000000000e+01,-1.450325268706167181e+00,2.640000000000000124e-01,-3.261528412851201486e-02,7.560000000000000053e-01,1.789498982528703666e-02,1.500000000000000000e+00,5.568242605059850903e-04,1.752000000000000002e+00,8.024755238298107761e-04,4.307999999999999829e+00,-2.245556142696253019e-02,7.211999999999999744e+00,3.188740276510811794e-02,7.836000000000000298e+00,1.842591036619592795e-02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
1.900000000000000000e+01,-4.050998380260152132e+00,2.640000000000000124e-01,-1.131701253596002349e-01,7.920000000000000373e-01,3.326602487944267661e-02,1.415999999999999925e+00,-4.928323262834080100e-03,2.112000000000000099e+00,1.293161867273204344e-03,2.196000000000000174e+00,1.284740964821175571e-03,2.772000000000000242e+00,3.112482707105583037e-03,3.624000000000000110e+00,-1.446652299553848747e-02,6.804000000000000270e+00,1.574939516767349251e-02,1.165200000000000102e+01,-1.304762998543456190e-02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
2.100000000000000000e+01,1.252526656418847750e+00,3.240000000000000102e-01,4.787513327517736728e-02,9.240000000000000435e-01,-1.417183279730909037e-03,1.404000000000000137e+00,3.869315421846023298e-03,3.443999999999999950e+00,-1.015864025728886039e-02,4.416000000000000369e+00,-7.273975200020394360e-04,4.716000000000000192e+00,-8.459887797950391879e-04,6.336000000000000298e+00,1.096701014704787791e-03,6.839999999999999858e+00,-8.504223079944306157e-04,7.656000000000000583e+00,2.736969127548815467e-02,9.240000000000000213e+00,-2.542622163897236692e-02,inf,inf,inf,inf,inf,inf,inf,inf
1.500000000000000000e+01,1.422106709170760874e+00,4.199999999999999845e-01,9.616149215585662047e-02,1.056000000000000050e+00,-7.259590157618309690e-03,1.632000000000000117e+00,5.900412956339933304e-03,7.056000000000000050e+00,-8.204563747502720966e-03,9.204000000000000625e+00,8.124458513911641741e-03,1.003200000000000003e+01,-2.059079837212643774e-02,1.258800000000000097e+01,1.999080158623517400e-02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
2.300000000000000000e+01,-2.831352554275817113e+00,2.159999999999999976e-01,-1.580495193382022157e-01,6.960000000000000631e-01,7.224927995648981749e-02,1.332000000000000073e+00,-1.072114757463423634e-02,1.979999999999999982e+00,8.953431344963582198e-04,2.423999999999999932e+00,4.917835314769466987e-05,4.163999999999999702e+00,3.429503817305135874e-03,5.064000000000000057e+00,-6.249162741802774534e-03,9.108000000000000540e+00,4.544492273418914915e-03,9.371999999999999886e+00,4.362866264217306854e-03,1.029599999999999937e+01,2.082572292337880535e-02,1.338000000000000078e+01,-2.025465948810764930e-02,inf,inf,inf,inf,inf,inf
1.500000000000000000e+01,1.549943220111697828e+00,3.960000000000000187e-01,1.109477686719696626e-01,1.235999999999999988e+00,-3.676893189826445363e-02,2.160000000000000142e+00,1.952708791469829204e-05,2.676000000000000156e+00,-1.663666810360004853e-03,6.168000000000000149e+00,2.728549497455523207e-03,7.044000000000000483e+00,-1.062406652557187914e-02,1.022400000000000020e+01,1.068729535885089114e-02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
7.000000000000000000e+00,5.686358960788154837e-01,5.879999999999999671e-01,-6.743086853631570510e-02,6.839999999999999858e+00,2.525477832520137134e-02,8.220000000000000639e+00,-2.050587389843142386e-02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
1.700000000000000000e+01,1.393756727882102364e+00,4.080000000000000293e-01,7.615152740617228688e-02,1.032000000000000028e+00,-5.295616833340581822e-03,1.596000000000000085e+00,4.487407427494575878e-03,4.224000000000000199e+00,-5.189966277859424555e-03,4.451999999999999957e+00,-5.043527875885112609e-03,5.363999999999999879e+00,-2.291823579753672277e-02,7.500000000000000000e+00,2.589941496781826905e-02,9.672000000000000597e+00,-1.558068838786905164e-02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
1.500000000000000000e+01,-5.722948341788149484e+00,2.999999999999999889e-01,-1.461967177961427111e-01,8.399999999999999689e-01,2.562438288001551295e-02,1.415999999999999925e+00,-8.143095592446636388e-03,3.347999999999999865e+00,1.477004679592368308e-02,7.751999999999999780e+00,-1.028155089500136857e-02,8.640000000000000568e+00,6.586052741499712551e-03,1.270800000000000018e+01,-6.266898091101067575e-03,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
1.300000000000000000e+01,6.233781016312740952e+00,2.640000000000000124e-01,7.768337758633803158e-02,6.960000000000000631e-01,-9.950521712341496572e-02,2.172000000000000153e+00,2.186360513119429277e-02,3.060000000000000053e+00,4.862781588334722134e-03,3.335999999999999854e+00,5.061410451438663922e-03,8.663999999999999702e+00,-6.501984745949132040e-03,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
1.700000000000000000e+01,-3.302563376044393539e+00,3.719999999999999973e-01,-1.098379490380578666e-01,9.719999999999999751e-01,1.268647585439790920e-02,1.572000000000000064e+00,-6.261735383081236915e-03,6.432000000000000384e+00,4.855996779541559352e-03,6.743999999999999773e+00,4.579867535674207735e-03,7.656000000000000583e+00,1.828057333271930485e-02,1.040399999999999991e+01,-1.858351472307249660e-02,1.605600000000000094e+01,7.919999530255244710e-03,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
1.700000000000000000e+01,-2.422585485606425504e+00,4.080000000000000293e-01,-1.180067524449588956e-01,1.044000000000000039e+00,1.228665304613641221e-02,1.572000000000000064e+00,-2.502926628031127039e-03,3.371999999999999886e+00,1.097696685784720939e-02,7.799999999999999822e+00,-7.948581644673338720e-03,8.076000000000000512e+00,-7.554348238018719977e-03,8.928000000000000824e+00,-3.338405260021407722e-02,1.039199999999999946e+01,2.899474724749776314e-02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
1.500000000000000000e+01,-4.856103959254643776e+00,2.880000000000000338e-01,-1.299138556743966999e-01,7.439999999999999947e-01,8.255127310484253189e-02,1.415999999999999925e+00,-1.201751575384644131e-02,2.327999999999999847e+00,1.324515049128504977e-02,5.400000000000000355e+00,-1.331203176340456200e-02,6.227999999999999758e+00,1.152451392771297427e-02,8.519999999999999574e+00,-1.145280172177162194e-02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
1.900000000000000000e+01,-4.070061066682844064e+00,3.599999999999999867e-01,-9.547228223410084147e-02,9.360000000000000542e-01,2.897030975723188448e-02,1.679999999999999938e+00,1.254958741297145007e-03,1.884000000000000119e+00,1.484024617796909787e-03,3.935999999999999943e+00,-1.394732870909995252e-02,4.895999999999999908e+00,-1.388360878672491587e-04,5.304000000000000270e+00,-5.182565700188276371e-04,7.140000000000000568e+00,1.070745570753850765e-03,1.003200000000000003e+01,-7.042505663016503364e-04,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
1.500000000000000000e+01,-7.916418724749236802e-01,4.560000000000000164e-01,-9.099674935708465529e-02,1.092000000000000082e+00,1.122839944706371766e-02,1.667999999999999927e+00,-1.150536130232418129e-03,2.232000000000000206e+00,2.908626784781662925e-03,3.024000000000000021e+00,-8.876738324210329059e-03,5.508000000000000007e+00,1.323095472010957750e-02,9.804000000000000270e+00,-1.263900265486763569e-02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
