2.611150955887188161e+02,4.875000000000000000e+02,1.625000000000000000e+02,6.431815381773069475e+02,1.625000000000000000e+02,3.594915540988076259e+02,4.030097850199799581e+01,6.500000000000000000e+02,1.210997299122585815e+02,1.242708572774091778e+02,1.154867470738578561e+02,2.079557541266434939e-01,-7.497676151194087879e+01
6.169393251751241678e+02,1.412415088175679614e+02,1.625000000000000000e+02,6.500000000000000000e+02,6.500000000000000000e+02,0.000000000000000000e+00,5.607973762612206201e+02,1.904428682945314790e+02,1.050734061348681365e+02,1.213594930617406931e+02,1.243487945351916721e+02,-1.302494998841222384e-01,-1.158295255086736404e+02
1.159621671899167268e+02,0.000000000000000000e+00,6.500000000000000000e+02,6.130813236128281005e+02,4.875000000000000000e+02,5.365692666847472765e+02,5.774327785563222051e+02,1.625000000000000000e+02,1.481304323472112969e+02,1.070903360616672018e+02,1.290993495419058945e+02,3.266218241307765613e-01,4.679681063662658147e+01
4.875000000000000000e+02,1.625000000000000000e+02,1.315431588545379427e+01,2.552767550689830500e+02,4.014651937560537363e+02,2.046103237162740811e+02,4.875000000000000000e+02,1.625000000000000000e+02,1.184700952990309588e+02,1.299168265344291058e+02,1.476316914096578330e+02,3.746282464325439432e-01,-6.336784860873157044e+01
0.000000000000000000e+00,5.541316269771668246e+00,1.409911271205440642e+02,4.875000000000000000e+02,5.493866320793098339e+02,6.500000000000000000e+02,1.625000000000000000e+02,6.297759026239072000e+02,1.089512635145537160e+02,1.295362572457772217e+02,1.313638400030055777e+02,-2.847144573142593726e-01,8.846184820671759041e+01
2.855507849319400862e+02,4.875000000000000000e+02,1.623664571303097546e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.339525338280600053e+00,6.500000000000000000e+02,5.525384618350079791e+02,1.098594181134375134e+02,1.365611548123364685e+02,1.055875572021929543e+02,3.759934671201376477e-01,-4.085721160383928918e+01
2.664741303937015005e+02,0.000000000000000000e+00,6.500000000000000000e+02,3.268572990659487232e+02,1.625000000000000000e+02,1.656644373296953461e+02,4.781271495879163353e+02,4.875000000000000000e+02,1.220926120691960932e+02,1.063855848903530443e+02,1.464449493200076517e+02,-1.894209254522069286e-01,-7.487868374409514161e+01
6.060568681464200154e+02,0.000000000000000000e+00,3.745394027503292591e+02,4.875000000000000000e+02,1.625000000000000000e+02,2.923422235950786785e+02,4.875000000000000000e+02,5.914338955483151494e+02,1.061147801423358317e+02,1.305030191665329085e+02,1.047393419796546254e+02,2.012225805757647812e-01,-5.639969840793715150e+01
6.500000000000000000e+02,5.923564613116072906e+02,1.625000000000000000e+02,6.464215038250230805e+01,6.663422024925813503e+01,6.500000000000000000e+02,1.419303721201044652e+02,1.625000000000000000e+02,1.415213744712140169e+02,1.320608547226837572e+02,1.313598782790266739e+02,3.678755118502584076e-01,1.083981237000256357e+02
1.095397001637875292e+02,2.277601227549598661e+01,4.875000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.875000000000000000e+02,2.553676887894612548e+02,4.885002707238253947e+02,1.177630461166627214e+02,1.303818033810813404e+02,1.494024429156244196e+02,2.658855029902404965e-01,-6.235661622686686201e+01
