2.400000000000000000e+01,6.840000000000000524e-01,1.031170634083630944e+01,1.392000000000000126e+00,-2.336136765506937163e+00,1.836000000000000076e+00,9.409884142020114028e-01,2.423999999999999932e+00,-1.742234403720009928e-01,3.048000000000000043e+00,2.502977596463595161e-02,6.756000000000000227e+00,-2.866217649485733668e-02,7.224000000000000199e+00,3.202889290796140376e-02,7.331999999999999851e+00,6.559500190886603799e-02,7.799999999999999822e+00,-2.987465303055864690e-02,1.004400000000000048e+01,3.737997554008481993e-02,1.056000000000000050e+01,-1.133562059084700785e-01,1.082399999999999984e+01,3.351470268368041960e-01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
3.000000000000000000e+01,6.960000000000000631e-01,-8.305878869989006930e+00,1.308000000000000052e+00,1.338835364802698047e+00,1.908000000000000140e+00,-1.920920508686726480e-01,2.363999999999999879e+00,5.227103117605998162e-02,2.808000000000000274e+00,-2.361163215193629594e-01,3.132000000000000117e+00,3.336616247228283427e-01,3.660000000000000142e+00,-1.021674046423016596e-01,4.307999999999999829e+00,1.477713593206808097e-02,5.016000000000000014e+00,-1.161450867652546667e-02,5.616000000000000547e+00,5.577427778425394361e-02,6.203999999999999737e+00,-3.242450340774519768e-01,6.756000000000000227e+00,1.413139438262051240e+00,7.092000000000000526e+00,-1.889591236377041961e+00,8.016000000000000014e+00,1.251777081467936981e+00,8.304000000000000270e+00,-3.844252697734723334e+00,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
3.000000000000000000e+01,2.999999999999999889e-01,-1.598838167397057219e+01,1.008000000000000007e+00,1.559155566564913498e+00,1.608000000000000096e+00,-2.513404779810470280e-01,2.208000000000000185e+00,4.093582172042251055e-02,2.724000000000000199e+00,-3.389084275074178559e-02,3.288000000000000256e+00,1.822650985122438727e-01,3.828000000000000291e+00,-6.965853174296824379e-01,4.152000000000000135e+00,7.892188441506727825e-01,4.679999999999999716e+00,-2.194350093210978569e-01,5.376000000000000334e+00,2.895499557050663572e-02,6.323999999999999844e+00,-1.322876281302356460e-01,6.900000000000000355e+00,6.834738733860346027e-01,7.320000000000000284e+00,-2.889462467328931528e+00,7.644000000000000128e+00,3.752835588962375901e+00,7.836000000000000298e+00,-7.733300148590440237e+00,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
2.800000000000000000e+01,3.240000000000000102e-01,-4.231329336200032998e+01,1.020000000000000018e+00,4.215753371725791787e+00,1.632000000000000117e+00,-6.806886197134180971e-01,2.520000000000000018e+00,2.398302531414997218e-01,3.084000000000000075e+00,-7.742766826323337348e-01,3.407999999999999918e+00,7.667971286484727145e-01,3.935999999999999943e+00,-2.014370048564422533e-01,4.572000000000000064e+00,2.695265847146473617e-02,6.299999999999999822e+00,6.217876069275405509e-02,6.780000000000000249e+00,-1.521557233169216483e-01,7.224000000000000199e+00,4.781401116297819692e-02,1.088400000000000034e+01,-3.082274455518330819e-02,1.138799999999999990e+01,9.408126890576058721e-02,1.165200000000000102e+01,-2.788032991838990116e-01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
3.400000000000000000e+01,4.799999999999999822e-01,8.053190517492804901e+00,1.116000000000000103e+00,-1.020488846933859550e+00,1.727999999999999980e+00,1.547984013744823917e-01,2.280000000000000249e+00,-1.305846804699928483e-02,2.604000000000000092e+00,9.562136210612151577e-03,3.132000000000000117e+00,-1.271390978321770837e-01,3.648000000000000131e+00,4.235135558733284511e-01,3.971999999999999975e+00,-3.475644696655930677e-01,4.524000000000000021e+00,8.289939154543163324e-02,6.084000000000000519e+00,6.077148773819070898e-02,6.684000000000000163e+00,-3.593315146445686392e-01,7.211999999999999744e+00,1.389425745132207624e+00,7.536000000000000476e+00,-1.581445457656260434e+00,8.040000000000000924e+00,4.507670084407152666e-01,8.532000000000000028e+00,-2.161223559375907155e-01,8.976000000000000867e+00,6.230884176486644055e-01,9.240000000000000213e+00,-1.865879779289532525e+00,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
3.800000000000000000e+01,6.480000000000000204e-01,1.182927818930715347e+01,1.247999999999999998e+00,-1.826390227822018764e+00,1.872000000000000108e+00,2.710943995056679379e-01,2.483999999999999986e+00,-4.050593560324195624e-02,6.144000000000000128e+00,1.240530078881387638e-02,6.719999999999999751e+00,-6.526459649473193014e-02,7.080000000000000071e+00,1.176426404393893094e-01,7.572000000000000064e+00,-3.462673349286779501e-02,7.943999999999999950e+00,-2.140027573680208881e-03,8.387999999999999901e+00,-5.880554233800833197e-02,8.976000000000000867e+00,3.764508704631338021e-01,9.492000000000000881e+00,-1.354784534972533816e+00,9.816000000000000725e+00,1.331701054874357304e+00,1.034399999999999942e+01,-3.493132148554725092e-01,1.095599999999999952e+01,4.212376400642463270e-02,1.135200000000000031e+01,-3.770853115349364834e-03,1.182000000000000028e+01,8.188751613262956752e-02,1.232399999999999984e+01,-2.597557118635585582e-01,1.258800000000000097e+01,7.719186589116751041e-01,inf,inf,inf,inf,inf,inf
4.400000000000000000e+01,1.799999999999999933e-01,-1.047965418776033175e+02,9.480000000000000648e-01,8.367708853982470885e+00,1.536000000000000032e+00,-1.383867943041449777e+00,2.160000000000000142e+00,2.021693275799189837e-01,2.784000000000000252e+00,-2.697861237232588791e-02,3.144000000000000128e+00,-1.298289495822042491e-02,3.324000000000000288e+00,-1.472678902941577592e-02,3.947999999999999954e+00,1.132913282115472625e-01,4.464000000000000412e+00,-3.995732218731941066e-01,4.788000000000000256e+00,3.806793636343595577e-01,5.328000000000000291e+00,-9.809811751931682422e-02,5.964000000000000412e+00,1.333724975362136911e-02,8.688000000000000611e+00,3.001511534006420442e-02,9.275999999999999801e+00,-1.789081097127776798e-01,9.804000000000000270e+00,6.780626753798805195e-01,1.012800000000000011e+01,-7.457049345876269886e-01,1.065600000000000058e+01,2.061559106599324676e-01,1.130400000000000027e+01,-2.933914284038727227e-02,1.198799999999999955e+01,1.539218655357038786e-02,1.261200000000000010e+01,-7.217871866551998916e-02,1.311599999999999966e+01,2.186782134244183995e-01,1.338000000000000078e+01,-6.477937691926273223e-01
3.000000000000000000e+01,6.239999999999999991e-01,1.153072677562194670e+01,1.152000000000000135e+00,-1.556335194148963152e+00,1.500000000000000000e+00,1.357335085376076167e+00,1.776000000000000023e+00,-1.337264126785328688e+00,2.315999999999999837e+00,3.287202473531067315e-01,2.951999999999999957e+00,-4.509053002963874651e-02,5.387999999999999901e+00,-2.633583567144864163e-02,5.975999999999999979e+00,1.579014006062925413e-01,6.504000000000000448e+00,-5.701383976203295845e-01,6.828000000000000291e+00,5.723381320451054188e-01,7.355999999999999872e+00,-1.511093400899206352e-01,7.991999999999999993e+00,2.074694090569983648e-02,9.444000000000000838e+00,3.695905274545809027e-02,9.960000000000000853e+00,-1.116114745182337081e-01,1.022400000000000020e+01,3.299852465886207731e-01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
2.600000000000000000e+01,7.680000000000000160e-01,-7.984945693484704066e+00,1.175999999999999934e+00,1.693193603668409430e+00,1.512000000000000011e+00,-2.504089669325695322e-01,2.004000000000000004e+00,9.870414622178565189e-02,2.652000000000000135e+00,-1.255715174461469533e-02,5.328000000000000291e+00,3.288122934471729431e-02,5.927999999999999936e+00,-1.926816607200683429e-01,6.467999999999999972e+00,8.215398388033207100e-01,6.791999999999999815e+00,-1.075825800243022767e+00,7.259999999999999787e+00,1.892072847614440223e-01,7.560000000000000497e+00,-5.989381751550761079e-03,7.956000000000000405e+00,6.137071661963081626e-01,8.220000000000000639e+00,-1.956161709560350737e+00,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
3.400000000000000000e+01,6.239999999999999991e-01,9.672076915541527597e+00,1.235999999999999988e+00,-1.459208580529363974e+00,1.848000000000000087e+00,2.176509592372675161e-01,2.471999999999999975e+00,-3.332192927574537111e-02,3.780000000000000249e+00,-3.474404472478257594e-02,4.379999999999999893e+00,2.025666856694366136e-01,4.908000000000000362e+00,-7.864686170170380741e-01,5.232000000000000206e+00,9.041502141517431257e-01,5.759999999999999787e+00,-2.489892557984411947e-01,6.323999999999999844e+00,6.900971188254256469e-03,6.528000000000000469e+00,-3.116856221328655370e-03,7.068000000000000504e+00,1.972834820696949820e-01,7.548000000000000043e+00,-5.008919733805518026e-01,7.967999999999999972e+00,2.106728386716688051e-01,8.880000000000000782e+00,-1.155942041814021493e-01,9.407999999999999474e+00,3.339567738984365874e-01,9.672000000000000597e+00,-9.889578913080115941e-01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
3.600000000000000000e+01,3.840000000000000080e-01,-4.041494186276987222e+01,1.056000000000000050e+00,4.391832250459385634e+00,1.667999999999999927e+00,-6.909700943922681970e-01,2.280000000000000249e+00,8.767997499862574540e-02,2.616000000000000103e+00,3.735587400785696927e-02,2.939999999999999947e+00,8.022615040607500303e-02,3.431999999999999940e+00,-2.742780708228043651e-01,3.768000000000000238e+00,1.652369816888102083e-01,4.355999999999999872e+00,-3.195247145474797157e-02,6.911999999999999922e+00,3.472898535141977910e-02,7.512000000000000455e+00,-2.098473078267336922e-01,8.028000000000000469e+00,7.253913807268139724e-01,8.339999999999999858e+00,-6.663434317501566451e-01,8.880000000000000782e+00,1.682511696524751632e-01,9.516000000000000014e+00,-2.291990679300702494e-02,1.192800000000000082e+01,-1.606651802894665595e-02,1.244400000000000084e+01,4.879170987316346769e-02,1.270800000000000018e+01,-1.443757944000433890e-01,inf,inf,inf,inf,inf,inf,inf,inf
2.000000000000000000e+01,2.040000000000000147e-01,1.250000000000000000e+02,9.719999999999999751e-01,-8.479974491315580565e+00,1.596000000000000085e+00,1.640358988391093620e+00,2.268000000000000238e+00,-1.234863237169498529e+00,2.604000000000000092e+00,7.787737414383407719e-01,3.168000000000000149e+00,-1.710829110803239739e-01,3.792000000000000259e+00,2.386766180952716587e-02,7.895999999999999908e+00,-1.140123494964830932e-02,8.400000000000000355e+00,3.472078509343033692e-02,8.663999999999999702e+00,-1.028170675386882310e-01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
4.000000000000000000e+01,5.640000000000000568e-01,-1.742573776215290593e+01,1.187999999999999945e+00,2.433540510881216257e+00,1.800000000000000044e+00,-3.677606963969529685e-01,2.423999999999999932e+00,5.479042087153709190e-02,3.036000000000000032e+00,-8.191107020167993566e-03,6.036000000000000476e+00,2.567634823846519018e-02,6.636000000000000121e+00,-1.530989377869952373e-01,7.164000000000000590e+00,5.796466296263326212e-01,7.488000000000000433e+00,-6.387502748419093823e-01,8.016000000000000014e+00,1.764712364103090680e-01,8.676000000000000156e+00,-2.658763850122256717e-02,9.444000000000000838e+00,3.282303480085771441e-02,1.005600000000000094e+01,-1.872459262662819757e-01,1.056000000000000050e+01,5.918413914335348691e-01,1.088400000000000034e+01,-4.462586538135140946e-01,1.143599999999999994e+01,1.006317084118511368e-01,1.207200000000000095e+01,-1.396281188861668403e-02,1.528800000000000026e+01,1.660373212069968935e-02,1.579199999999999982e+01,-5.053269486871848903e-02,1.605600000000000094e+01,1.496068667285228027e-01,inf,inf,inf,inf
3.000000000000000000e+01,6.119999999999999885e-01,-1.569449654984485498e+01,1.235999999999999988e+00,2.342101558953638918e+00,1.848000000000000087e+00,-3.499112468413762000e-01,2.544000000000000039e+00,5.618786689414632940e-02,3.300000000000000266e+00,-9.455093683936217908e-02,3.792000000000000259e+00,3.610895658485273330e-02,6.791999999999999815e+00,9.718175631111250837e-03,7.379999999999999893e+00,-5.428103497230608171e-02,7.980000000000000426e+00,3.204570321248433329e-01,8.519999999999999574e+00,-1.298330826238861979e+00,8.843999999999999417e+00,1.603420710291546536e+00,9.323999999999999844e+00,-3.907753501968856957e-01,9.720000000000000639e+00,1.414038007717005607e-01,1.012800000000000011e+01,-7.806679718284175173e-01,1.039199999999999946e+01,2.430320751126099132e+00,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
