5.000206071400298811e+02,6.500000000000000000e+02,0.000000000000000000e+00,2.834383625912606135e+02,0.000000000000000000e+00,9.695592214066836334e+01,1.919614478618695159e+02,6.500000000000000000e+02,1.119341070623222976e+02,1.168828095944396210e+02,1.495356232315439229e+02,-2.746522152195440825e-01,-1.047018351371971079e+02
1.782647946342369778e+02,0.000000000000000000e+00,4.875000000000000000e+02,3.030439164317324980e+02,4.875000000000000000e+02,7.693903823013431520e+01,4.807241669308272947e+01,0.000000000000000000e+00,1.492319166066384355e+02,1.238765566852716518e+02,1.393995188142936001e+02,2.054030264976906828e-01,8.595046738864279234e+01
2.900797793154563351e+02,8.125000000000000000e+01,5.687500000000000000e+02,5.228319260864616354e+02,1.625000000000000000e+02,5.655818807422595000e+02,6.096552074218021744e+02,6.500000000000000000e+02,1.137113647724255969e+02,1.499236871844824748e+02,1.069021026527967990e+02,1.208630252862895743e-01,-3.740924790391869870e+00
2.098290515648533869e+02,2.603546074459102897e+02,6.500000000000000000e+02,8.125000000000000000e+01,5.687500000000000000e+02,2.437500000000000000e+02,6.156941891051519633e+02,2.073281623794578650e+02,1.017038545760300963e+02,1.471686434572482369e+02,1.475219582457750676e+02,3.210613974313824004e-01,-4.680489449247371425e+00
4.875000000000000000e+02,2.072460818487632821e+02,2.437500000000000000e+02,1.068783144287286291e+01,3.450827278924352015e+01,4.875000000000000000e+02,2.481825169425795963e+01,0.000000000000000000e+00,1.407907226035077315e+02,1.296571834176439495e+02,1.255190749386794096e+02,-1.270858923754402403e-01,-2.021248051968738224e+01
6.500000000000000000e+02,4.993702396274466793e+01,1.625000000000000000e+02,5.372635128701413123e+02,1.235521881796161523e+02,5.687500000000000000e+02,2.569666552307033385e+02,1.625000000000000000e+02,1.074147854550970180e+02,1.235222018908013126e+02,1.311015857375878113e+02,-2.973007925277771357e-01,-9.749050683405627638e+01
2.068504370381844524e+02,3.288933754962511671e+02,6.500000000000000000e+02,1.625000000000000000e+02,1.625000000000000000e+02,6.500000000000000000e+02,1.653433519227632758e+02,4.010435854699732516e+01,1.089742423853843434e+02,1.087639920193884677e+02,1.474564801239628480e+02,1.630301388615895408e-01,-9.125111711898544797e+01
2.437500000000000000e+02,3.430442323668656712e+01,1.323942862719171387e+02,4.062500000000000000e+02,5.671260650491612978e+02,6.500000000000000000e+02,8.125000000000000000e+01,4.380012415744279792e+02,1.419155972519294551e+02,1.140010849425566306e+02,1.259412943579497153e+02,-2.521190984617616149e-01,-8.721806424069536945e+01
1.455612707221662276e+02,0.000000000000000000e+00,6.500000000000000000e+02,4.997432912863434922e+02,4.875000000000000000e+02,5.524557424699586363e+02,1.058437147936779326e+02,0.000000000000000000e+00,1.314898233330130779e+02,1.451450272061333635e+02,1.169898638831503206e+02,1.600162802642031146e-01,1.062896288095895017e+02
5.825070717388604180e+02,2.437500000000000000e+02,5.687500000000000000e+02,4.031157576236209934e+02,6.500000000000000000e+02,9.818904815520193097e+01,2.436978349780959832e+02,8.125000000000000000e+01,1.278552791223817167e+02,1.399876994461909590e+02,1.127186129465184905e+02,-2.346044001771568910e-01,-6.867830184363771195e+01
