1.691947990764849123e+02,2.671115219477514984e+02,6.500000000000000000e+02,0.000000000000000000e+00,1.625000000000000000e+02,4.062500000000000000e+02,1.202759526552382425e+02,5.657571974255171199e+02,1.439906335176716823e+02,1.013385871375307943e+02,1.408694170285116343e+02,-2.916721328972487481e-01,-2.133505508455608890e+01
4.769284524899805433e+02,4.875000000000000000e+02,1.057015055531939680e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.406151738543220802e+02,6.500000000000000000e+02,4.938701965369311608e+01,1.386607887131842745e+02,1.120622396085259425e+02,1.153098522755214077e+02,-3.804996089488509314e-01,-2.382172952008849975e+01
3.316263560673368147e+02,1.625000000000000000e+02,2.824434424931013154e+02,6.500000000000000000e+02,2.437500000000000000e+02,4.961636142503808742e+02,4.875000000000000000e+02,1.130474494172437687e+02,1.259332178865682721e+02,1.212353606842346494e+02,1.090188590514896418e+02,-1.228014821266377177e-01,-1.495181502536353868e+01
5.641563697970565272e+02,2.437500000000000000e+02,4.875000000000000000e+02,4.609612571904592073e+02,4.875000000000000000e+02,4.338795673791515242e+02,5.390216995983327024e+02,2.437500000000000000e+02,1.493268122008953185e+02,1.255090650883713295e+02,1.377835693279740781e+02,4.572014570251866639e-01,3.051238522053681379e+01
2.437500000000000000e+02,4.379177631774738870e+02,2.365566600086046662e+02,4.062500000000000000e+02,4.427432621134810233e+02,0.000000000000000000e+00,4.875000000000000000e+02,1.281209664556255348e+02,1.203044711303769816e+02,1.415034464363527889e+02,1.468404826959361174e+02,8.258327427785586150e-02,4.446198089662262376e+00
2.169399917820483097e+02,2.723697840551834020e+02,4.875000000000000000e+02,1.625000000000000000e+02,5.687500000000000000e+02,0.000000000000000000e+00,5.851718121574606357e+02,6.184423993592927218e+02,1.331195599688453512e+02,1.149221010279081696e+02,1.200494257858259743e+02,-4.356671037559838311e-01,-3.443889047038125995e+01
4.221834014758503031e+02,4.062500000000000000e+02,0.000000000000000000e+00,5.973067498907861363e+02,1.625000000000000000e+02,2.764786440579999294e+02,4.174967869327213776e+01,6.500000000000000000e+02,1.419965212618211865e+02,1.324754143275982585e+02,1.235214848646461832e+02,4.980526205606227164e-01,3.349871164280030200e+01
6.500000000000000000e+02,1.625000000000000000e+02,4.529275925835057137e+02,2.614242935902283449e+01,3.756096014821782774e+02,3.883514554557826273e+02,1.625000000000000000e+02,4.875000000000000000e+02,1.484138757613059738e+02,1.237522963931116919e+02,1.272013106363527299e+02,4.983991319465714831e-01,3.641384783032569317e+01
4.249558124711856522e+02,4.935503060598731508e+02,1.625000000000000000e+02,6.500000000000000000e+02,8.125000000000000000e+01,5.687500000000000000e+02,6.323806661677822376e+02,6.068071502828058073e+01,1.482324642477751127e+02,1.412372721294000826e+02,1.369879218712078455e+02,4.339596453861760961e-01,2.369256589158250037e+01
1.749045310925851027e+02,4.062500000000000000e+02,0.000000000000000000e+00,5.896066924320037970e+02,8.125000000000000000e+01,3.435644637128781369e+02,5.590031286798807741e+02,4.062500000000000000e+02,1.137025028332125203e+02,1.121920770786501151e+02,1.045321776922093733e+02,-3.876921128275772066e-01,-2.764456421732682045e+01
